type,title,country,month_added,release_year,rating,listed_in,duration_in_mins,,,,show_id,director,cast,description
TV Show,Pepper Ann,United States,September,1997,TV-Y,"Animation, Comedy, Coming of Age",1080,,,,s115,Others,"Kathleen Wilhoite, Clea Lewis, Danny Cooksey, Pamela Segall, April Winchell, Don Adams",Pepper Ann Pearson is a teenage girl on an eternal quest for coolness.
TV Show,The Incredible Dr. Pol,United States,September,2011,TV-14,"Animals & Nature, Docuseries, Family",6840,,,,s116,Others,"Rick Robles, Dr. Pol",Dr. Pol and his team handle challenging veterinary cases and animal emergencies in central Michigan.
Movie,Happier Than Ever: A Love Letter to Los Angeles,United States,September,2021,TV-14,"Concert Film, Music",66,,,,s117,"Robert Rodriguez, Patrick Osborne","Billie Eilish, FINNEAS","Billie Eilish makes her Disney+ debut with ""Happier Than Ever: A Love Letter to Los Angeles."""
Movie,X-Men: Dark Phoenix,"United States, Canada",September,2019,PG-13,"Action-Adventure, Family, Science Fiction",115,,,,s118,Simon Kinberg,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult, Sophie Turner, Tye Sheridan","When Jean Grey transforms into the Dark Phoenix, the X-Men unite to face their greatest enemy yet."
TV Show,Alaska Animal Rescue,United States,September,2019,TV-PG,"Animals & Nature, Docuseries, Family",720,,,,s119,Others,Victoria Vosburg,Conservation heroes rescue and rehabilitate the wild animals of America’s last frontier.
TV Show,Dug Days,United States,September,2021,TV-PG,"Animation, Comedy, Family",360,,,,s120,Others,"Bob Peterson, Ed Asner, Jordan Nagai","“Dug Days” is a collection of shorts that follows the adventures of Dug, the dog from Pixar’s “Up.”"
Movie,Cruella,"United States, United Kingdom",August,2021,PG-13,"Crime, Drama",137,,,,s121,Craig Gillespie,"Emma Stone, Emma Thompson, Joel Fry, Paul Walter Hauser, Emily Beecham, Kirby Howell-Baptiste","Witness the origin of Disney’s most notorious and notoriously fashionable villain, Cruella de Vil."
Movie,Dan in Real Life,United States,August,2007,PG-13,"Comedy, Drama, Romance",99,,,,s122,Peter Hedges,"Steve Carell, Juliette Binoche, Dane Cook, John Mahoney, Emily Blunt, Alison Pill",A relationship expert falls in love with his brother's new girlfriend.
Movie,Disney Princess Remixed - An Ultimate Princess Celebration,Others,August,2021,TV-G,"Family, Music, Variety",22,,,,s123,Napoleon Dumo,"Txunamy Oriz, Natalie Peyser, Dara Reneé, Frankie Rodriguez, Julia Lester, Ruth Righi",Celebrate the timeless music of Disney Princess!
Movie,Marvel One-Shot: All Hail the King,United States,August,2014,TV-14,"Comedy, Drama, Thriller",14,,,,s124,Drew Pearce,"Ben Kingsley, Scoot McNairy, Lester Speight, Sam Rockwell, Matt Gerald, Allen Maldonado","Locked up in prison, infamous icon Trevor Slattery agrees to meet with a documentary filmmaker."
Movie,Underdog,United States,August,2007,PG,"Action-Adventure, Family, Parody",85,,,,s125,Frederik Du Chau,"Jason Lee, Amy Adams, Jim Belushi, Peter Dinklage, Patrick Warburton, Alex Neuberger",A super-powered beagle tries to save Capital City from a mad scientist.
TV Show,Dr. K's Exotic Animal ER,Others,August,2014,TV-14,"Animals & Nature, Docuseries, Family",3240,,,,s126,Others,"Dr. Susan Kelleher, Art Edmonds",Dedicated veterinarians treat a colorful array of exotic pets in south Florida.
TV Show,Gigantosaurus,France,August,2018,TV-Y,"Action-Adventure, Animation, Kids",720,,,,s127,Others,"Dylan Schombing, Áine Sunderland, Nahanni Mitchell, Nicholas Holmes",Four dinos explore the mystery of the Gigantosaurus!
TV Show,Life Below Zero: Next Generation,United States,August,2020,TV-14,"Action-Adventure, Animals & Nature, Docuseries",720,,,,s128,Others,Mocean Melvin,The next generation of Alaskans struggle to survive without modern-day comforts.
Movie,Eragon,"United States, United Kingdom, Hungary",August,2006,PG,"Action-Adventure, Family, Fantasy",104,,,,s129,Stefen Fangmeier,"Ed Speleers, Jeremy Irons, Sienna Guillory, Robert Carlyle, John Malkovich, Garrett Hedlund","In a mythical time, a teenage boy becomes a dragon rider and embarks on a journey of adventure."
TV Show,Growing Up Animal,Others,August,2021,TV-PG,"Animals & Nature, Docuseries, Family",360,,,,s130,Others,Tracee Ellis Ross,Magical stories of baby animals on the journey from womb to the wild.
Movie,Fantastic Four,"United States, Germany",August,2005,PG-13,"Action-Adventure, Family, Science Fiction",106,,,,s131,Tim Story,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon, Kerry Washington",Four astronauts develop superpowers and must join forces to protect mankind from doom.
Movie,X-Men,United States,August,2000,PG-13,"Action-Adventure, Family, Science Fiction",105,,,,s132,Bryan Singer,"Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen, James Marsden","The X-Men, a small band of outcast mutants, fight to save a world that hates and fears them."
TV Show,America's Funniest Home Videos: Animal Edition,Others,August,2021,TV-PG,Reality,360,,,,s133,Others,Alfonso Ribeiro,NatGeo meets AMERICA’S FUNNIEST HOME VIDEOS in a hilarious new animal show
TV Show,Chicken Squad,United States,August,2021,TV-Y,"Animation, Kids, Police/Cop",360,,,,s134,Others,"Ramone Hamilton, Gabriella Graves, Maxwell Simkins, Yvette Nicole Brown",BAGAWK! Say hello to the Chicken Squad.
TV Show,Disney Presents Goofy in How to Stay at Home,Others,August,2021,TV-G,"Animation, Comedy, Family",360,,,,s135,Others,"Bill Farmer, Corey Burton","Goofy’s back in a trio of all-new, hand-drawn animated shorts from Walt Disney Animation Studios."
TV Show,Gabby Duran And The Unsittables,United States,August,2018,TV-G,"Comedy, Family, Science Fiction",720,,,,s136,Others,"Kylie Cantrall, Maxwell Donovan, Callan Farris, Coco Christo, Valery Ortiz, Nathan Lovejoy","Meet Gabby Duran, your average alien-babysitting girl."
TV Show,What If...?,Others,August,2021,TV-14,"Action-Adventure, Animation, Anthology",360,,,,s137,Others,Others,“What If…?” flips the script on the MCU by reimagining events from the films in unexpected ways.
Movie,Beverly Hills Chihuahua 2,United States,August,2011,G,"Action-Adventure, Comedy, Family",88,,,,s138,Alex Zamm,"George Lopez, Odette Yustman, Miguel Ferrer, Ernie Hudson, Loretta Devine, Jon Huertas","Papi and Chloe, those talking Chihuahuas, are back... with a few surprises."
Movie,Beverly Hills Chihuahua 3: Viva La Fiesta!,United States,August,2012,G,"Comedy, Coming of Age, Family",92,,,,s139,Lev L. Spiro,"George Lopez, Odette Annable, Ernie Hudson, Miguel Ferrer, Kay Panabaker, Tom Kenny","Papi plans a ""Quince"" for the littlest member of his pack."
Movie,Killer Shark vs Killer Whale,Others,August,2021,TV-14,"Animals & Nature, Documentary",44,,,,s140,Others,Edward Marcoux,Orcas attack white sharks for their livers leaving scientists baffled.
Movie,Mrs. Doubtfire,United States,August,1993,PG-13,"Comedy, Drama",126,,,,s141,Chris Columbus,"Robin Williams, Sally Field, Pierce Brosnan, Harvey Fierstein, Polly Holliday, Lisa Jakub",An eccentric dad dresses as a British nanny so he can care for his kids at the home of their mother.
TV Show,Cesar Millan: Better Human Better Dog,Others,August,2021,TV-14,"Animals & Nature, Docuseries, Family",360,,,,s142,Others,Dustin Rubin,Renowned Dog Behaviorist Cesar Millan transforms dogs and pet parents.
TV Show,Walt Disney Animation Studios: Short Circuit Experimental Films,Others,August,2020,PG,"Animation, Anthology, Family",720,,,,s143,Others,Others,Welcome to Short Circuit - an experimental short film program at Disney Animation.
Movie,Built for Mars: The Perseverance Rover,Others,July,2021,TV-PG,Documentary,88,,,,s144,Mark J Davis,Steven French,BUILT FOR MARS: THE PERSEVERANCE ROVER follows the birth of the Perseverance rover.
Movie,Garfield,United States,July,2004,PG,"Comedy, Family",82,,,,s145,Peter Hewitt,"Breckin Meyer, Jennifer Love Hewitt, Stephen Tobolowsky, Bill Murray, Evan Arnold, Mark Lawrence","Garfield lures Odie out of the house but once he's lost, Garfield springs into action to save him."
TV Show,Chip 'n' Dale: Park Life,Others,July,2021,TV-Y7,"Animation, Buddy, Comedy",360,,,,s146,Others,"Matthew Géczy, Kaycie Chase, Bill Farmer, Sylvain Caruso",Two tiny chipmunks have huge adventures while trying to live the good life in a big city park.
TV Show,Critter Fixers: Country Vets,United States,July,2020,TV-14,"Animals & Nature, Docuseries, Family",720,,,,s147,Others,Sullivan Jones,Dr. Hodges and Dr. Ferguson own and operate a bustling veterinary clinic.
TV Show,Disney Junior T.O.T.S.,United States,July,2018,TV-Y,"Animation, Buddy, Kids",720,,,,s148,Others,"Vanessa Williams, Megan Hilty, Jet Jurgensmeyer, Christian Simon",Pip and Freddy are new Junior Fliers at T.O.T.S.!
TV Show,Mickey Mouse Funhouse,United States,July,2021,TV-Y,"Animation, Kids",360,,,,s149,Others,"Bret Iwan, Kaitlyn Robrock, Bill Farmer, Tony Anselmo, Tress MacNeille, Harvey Guillén",Mickey Mouse Funhouse is filled with silly adventure!
TV Show,Minnie's Bow-Toons: Party Palace Pals,Others,July,2021,TV-Y7,"Animation, Kids",360,,,,s150,Others,"Tress MacNeille, Nika Futterman, Kaitlyn Robrock",Minnie and Daisy open a party planning business!
TV Show,Turning the Tables with Robin Roberts,Others,July,2021,TV-PG,Talk Show,360,,,,s151,Others,Robin Roberts,Robin Roberts sits down with iconic Hollywood women for intimate & inspirational conversations.
Movie,Ice Age: The Meltdown,"United States, United Kingdom, Australia",July,2006,PG,"Animation, Comedy, Family",94,,,,s152,Carlos Saldanha,"Ray Romano, John Leguizamo, Denis Leary, Seann William Scott, Josh Peck, Queen Latifah","Manny, Sid, Diego and Scrat join forces with new friends to save the valley from an epic flood."
Movie,Playing with Sharks,Others,July,2021,TV-14,"Animals & Nature, Biographical, Documentary",91,,,,s153,Others,"Valerie Taylor, Dr. Sylvia Earle, Jeremiah Sullivan, Wendy Benchley, Jean Michel Cousteau, Michele Hall","""Playing with Sharks"" captures the life of conservationist Valerie Taylor."
Movie,Shark vs. Surfer,Others,July,2020,TV-14,"Animals & Nature, Documentary",44,,,,s154,Phil Stebbing,Billy Lloyd,Shark vs. Surfer visits shark-infested surf spots to relive the harrowing encounters.
Movie,Shark vs. Whale,Others,July,2020,TV-PG,"Animals & Nature, Documentary",44,,,,s155,Others,Ted Stewart,Marine biologist Ryan Johnson discovers rare behavior of a whale attacking a great white.
Movie,Stuntman,Others,July,2021,TV-14,Documentary,87,,,,s156,Kurt Mattila,Eddie Braun,Stuntman Eddie Braun attempts to complete Evel Knievel's legendary Snake River Canyon rocket jump.
Movie,Walking with Dinosaurs: The Movie,Others,July,2013,PG,"Action-Adventure, Family, Fantasy",88,,,,s157,"Barry Cook, Neil Nightingale","John Leguizamo, Justin Long, Tiya Sircar, Skyler Stone, Angourie Rice, Charlie Rowe",A young dinosaur named Patchi must find his courage to lead the herd.
Movie,What the Shark?,Others,July,2020,TV-PG,"Animals & Nature, Documentary",44,,,,s158,Others,Robert Davi,What the Shark? dives deep into the environments where adaptation is critical to survival.
TV Show,Behind the Attraction,Others,July,2021,TV-PG,"Docuseries, Family",360,,,,s159,Others,Paget Brewster,Behind the Attraction takes you on a wild ride behind Disney Parks' most iconic attractions!
TV Show,Disney The Owl House,"United States, United Kingdom",July,2020,TV-Y7,"Action-Adventure, Animation, Anime",720,,,,s160,Others,"Sarah-Nicole Robles, Wendie Malick, Alex Hirsch, Tati Gabrielle, Issac Brown, Mae Whitman",Luz stumbles upon a portal to a magical new world.
TV Show,Meet Spidey and His Amazing Friends (Shorts),Others,July,2021,TV-Y,"Action-Adventure, Animation, Kids",360,,,,s161,Others,"Ben Valic, Melanie Minichino",Meet the friends that help Spidey save the day!
TV Show,Mission Force One,Others,July,2017,TV-Y,"Action-Adventure, Animation, Kids",360,,,,s162,Others,"Justin Felbinger, Fiona Bishop, Ivy Bishop, Issac Ryan Brown, Sam Lavagnino, Dee Bradley Baker",Five kids form an elite team to protect the universe!
TV Show,Turner & Hooch,Others,July,2021,TV-PG,"Action-Adventure, Buddy, Comedy",360,,,,s163,Others,"Josh Peck, Carra Patterson, Lyndsy Fonseca, Vanessa Lengies, Brandon Jay Mclaren, Anthony Ruivivar",A Deputy Marshal inherits an unruly dog who helps him solve crimes and investigate a family mystery.
Movie,Most Wanted Sharks,Others,July,2020,TV-PG,"Animals & Nature, Documentary",44,,,,s164,Others,Others,"In Most Wanted Sharks, Jeremiah Sullivan dives into the stories of shark all-stars."
Movie,Secrets of the Bull Shark,Others,July,2020,TV-14,"Animals & Nature, Documentary",44,,,,s165,Others,Keston John,Secrets of the Bull Shark unravels the mystery of some of the most dangerous predators.
TV Show,Shark Attack Files,Others,July,2021,TV-14,"Animals & Nature, Docuseries, Reality",360,,,,s166,Others,Others,Learn the truth behind the most dramatic shark attacks of our time.
Movie,Shark Attack Investigation: The Paige Winter Story,Others,July,2021,TV-14,"Animals & Nature, Documentary",44,,,,s167,Others,Others,A teen survives facing one of the ocean’s deadliest predators.
Movie,Sharkcano,Others,July,2020,TV-PG,"Animals & Nature, Documentary",44,,,,s168,Andy Seestedt,Dan Nachtrab,Dr. Michael Heithaus sets out to reveal the connection between sharks and volcanoes.
Movie,We Bought a Zoo,United States,July,2011,PG,"Animals & Nature, Drama, Family",125,,,,s169,Cameron Crowe,"Matt Damon, Scarlett Johansson, Thomas Haden Church, Patrick Fugit, Colin Ford, Elle Fanning",A single dad tries to give his family a fresh start by moving to a home in the middle of a zoo.
Movie,World's Biggest Bullshark,Others,July,2021,TV-PG,"Animals & Nature, Documentary",44,,,,s170,Others,Jason Hildebrandt,"How one of the largest Bull Sharks ever caught, grew to become a giant."
Movie,World's Most Dangerous Shark?,Others,July,2021,TV-14,"Animals & Nature, Documentary",44,,,,s171,Kevin Bachar,Brain Cade,Are Oceanic White Tips the most dangerous of all the sharks?
TV Show,So Random!,United States,July,2011,TV-G,"Comedy, Coming of Age",360,,,,s172,Others,"Tiffany Thornton, Sterling Knight, Brandon Mychal Smith, Doug Brochu, Allisyn Ashley Arm",A musical sketch comedy show.
Movie,Flicka,"United States, United Kingdom",July,2006,PG,"Animals & Nature, Coming of Age, Drama",95,,,,s173,Michael Mayer,"Alison Lohman, Tim McGraw, Maria Bello, Ryan Kwanten, Danny Pino, Dallas Roberts",A 14-year-old girl befriends a wild filly and tries to rescue the horse from a rodeo entrepreneur.
Movie,"Miraculous World: Shanghai, The Legend of Ladydragon",Others,July,2021,TV-Y7-FV,"Animation, Fantasy",54,,,,s174,Thomas Astruc,"Cristina 'Vee"" Valenzuela, Bryce Papenbrook, Keith Silverstein, Carrie Keranen, Todd Haberkorn, Max Mittelman",Marinette heads to Shanghai to meet Adrien.
Movie,Orca vs. Great White,Others,July,2021,TV-14,"Animals & Nature, Documentary",44,,,,s175,Sigmund Spath Jr.,"Kina Scollay, Ingrid Visser, Ray Robertson",Researchers investigate if orcas are hunting great whites in New Zealand.
Movie,Rogue Shark?,Others,July,2021,TV-14,"Animals & Nature, Documentary",44,,,,s176,Mark Woodward,Mocean Melvin,"A vacation hot spot is rocked by a series of shark attacks, chaos reigns."
Movie,Shark Beach with Chris Hemsworth,United States,July,2021,TV-PG,"Animals & Nature, Documentary",44,,,,s177,Sally Aitken,Chris Hemsworth,Chris Hemsworth investigates how we can live harmoniously with sharks.
Movie,Shark Gangs,Others,July,2021,TV-14,"Animals & Nature, Documentary",44,,,,s178,"Jacob Cobi Benattia, Pete Berg, James Buchanan",Others,Scientists investigate why some sharks roam the oceans in gangs.
Movie,The Croc That Ate Jaws,Others,July,2021,TV-14,"Animals & Nature, Documentary",44,,,,s179,Mark Woodward,Dan Nachtrab,What happens when two of the deadliest predators go head to head?
TV Show,When Sharks Attack,United States,July,2013,TV-14,Reality,2520,,,,s180,Others,Eric Meyers,National Geographic investigates shark attacks.
TV Show,Breaking Bobby Bones,United States,July,2021,TV-14,"Action-Adventure, Docuseries, Reality",360,,,,s181,Others,Bobby Bones,Bobby Bones travels to meet local heroes who challenge him to conquer their trades.
TV Show,Mickey Mouse Mixed-Up Adventures,United States,July,2019,TV-Y,"Animation, Kids, Sports",360,,,,s182,Others,"Bret Iwan, Russi Taylor, Bill Farmer, Daniel Ross, Tress MacNeile",Hot Dog! Get mixed-up with Mickey and all of his pals!
TV Show,Monsters at Work,United States,July,2021,TV-G,"Animation, Comedy, Family",360,,,,s183,Others,"Billy Crystal, John Goodman, Ben Feldman, Mindy Kaling, Henry Winkler, Lucas Neff","""Monsters at Work"" tells the story of Tylor Tuskmon and his dream to become a Jokester."
